,Restaurant ID,Restaurant Name,Location,Building No.,Street Name,Zip Code,Contact Number,Cuisine Type,Inspection Date,Inspection Action,Violation Code,Violation Description,Critical Flag,Inspection Score,Record Date,Inspection Type,Latitude,Longitude,Community Board,Council District,Census Tract,Building ID No.,Borough-Block-Lot,Neighborhood Area,Grade
151,41540508,DUNKIN,Bronx,70,MAJOR DEEGAN EXPRESSWAY,10471,7187984858,American,2019-06-17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,5/14/2023,Cycle Inspection / Re-inspection,40.89486107,-73.88216299,226,11,43500,2123993,2059000001,BX99,A
152,50102553,VALDES HOUSE BAR RESTAURANT,Queens,9109,31ST AVE,11369,3478853498,Spanish,2022-04-22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,5/14/2023,Cycle Inspection / Initial Inspection,40.76013324,-73.87747498,403,22,35100,4033592,4013890030,QN28,A
153,40894838,RUTH'S CHRIS STEAKHOUSE,Manhattan,148,WEST   51 STREET,10020,2122459600,Steakhouse,2019-09-30,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,10.0,5/14/2023,Cycle Inspection / Initial Inspection,40.76135003,-73.98196908,105,4,13100,1022710,1010037501,MN17,A
154,50104890,BEL-FRIES,Manhattan,132,LUDLOW STREET,10002,6466554869,Other,2023-03-06,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,26.0,5/14/2023,Cycle Inspection / Initial Inspection,40.72023979,-73.9882574,103,1,3001,1005385,1004110075,MN27,N
155,50056074,ABRACO,Manhattan,81,EAST    7 STREET,10003,3476102034,Coffee/Tea,2022-12-02,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12.0,5/14/2023,Cycle Inspection / Re-inspection,40.72725795,-73.98640889,103,2,3800,1084502,1004490041,MN22,A
156,50077042,COLD STONE CREAMERY,Queens,15714,CROSSBAY BLVD,11414,7188436977,Frozen Desserts,2020-02-04,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,13.0,5/14/2023,Cycle Inspection / Initial Inspection,40.6620968,-73.84060966,410,32,89200,4292708,4139720085,QN57,A
157,50100734,OMEGA SALAD BAR AND DELI,Manhattan,351,WEST  125 STREET,10027,7182381000,American,2020-01-02,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11.0,5/14/2023,Pre-permit (Operational) / Re-inspection,40.81085707,-73.9527956,109,9,20901,1059309,1019520011,MN09,A
158,50040448,DUNKIN,Queens,3105,QUEENS BLVD,11101,7184826572,Donuts,2022-04-07,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,5.0,5/14/2023,Cycle Inspection / Initial Inspection,40.74593967,-73.93368183,402,26,17900,4003527,4002760035,QN31,A
159,50059126,CIELITO LINDO BISTRO,Brooklyn,665,NOSTRAND AVENUE,11216,9293259689,Mexican,2021-08-16,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2.0,5/14/2023,Cycle Inspection / Initial Inspection,40.67453179,-73.95004806,308,36,31701,3030990,3012270001,BK61,A
160,41312223,FRESH & CO,Manhattan,200,WEST   57 STREET,10019,2125137374,American,2023-04-18,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,11.0,5/14/2023,Cycle Inspection / Initial Inspection,40.7656206,-73.98031453,105,4,13700,1024896,1010280033,MN17,A
161,41396863,SUITE PANTRY SUITE 4,Bronx,1,EAST  161 STREET,10451,6469778523,American,2017-08-15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,5/14/2023,Cycle Inspection / Re-inspection,40.82902843,-73.92849646,204,16,6300,2114490,2024930001,BX63,A
162,41525768,THE WEST CAFE,Brooklyn,379,UNION AVENUE,11211,7185991704,American,2021-07-30,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,5/14/2023,Cycle Inspection / Initial Inspection,40.71189692,-73.95128244,301,34,51300,3062553,3023750024,BK73,A
163,41475322,TRUE COLORS BAR,Queens,7915,ROOSEVELT AVENUE,11372,9174434360,Latin American,2020-03-05,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11.0,5/14/2023,Cycle Inspection / Re-inspection,40.74736838,-73.88648505,403,25,28500,4029974,4012900040,QN28,A
164,50014213,SUGARDADDY'S,Queens,5107,27TH ST,11101,7187069600,American,2019-12-18,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,5/14/2023,Cycle Inspection / Initial Inspection,40.73967279,-73.94279263,402,26,100,4000769,4001120001,QN31,A
165,41230965,DOMAINE WINE BAR,Queens,5004,VERNON BOULEVARD,11101,7187842350,French,2022-09-21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11.0,5/14/2023,Cycle Inspection / Initial Inspection,40.74260107,-73.95416135,402,26,700,4448523,4000330047,QN31,A
166,41514945,CHOP'T,Manhattan,80,PINE STREET,10005,9173384803,Salads,2021-08-17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9.0,5/14/2023,Cycle Inspection / Initial Inspection,40.70588502,-74.0071811,101,1,700,1000880,1000390012,MN25,A
167,50108526,DOLCI PARADISE BAKERY,Queens,4807A,45TH ST,11377,3479373410,Bakery Products/Desserts,2022-10-17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10.0,5/14/2023,Cycle Inspection / Initial Inspection,40.73907758,-73.92044879,402,26,18501,4000000,4022890024,QN31,A
168,50076227,WO HOP KITCHEN,Brooklyn,3150,FULTON STREET,11208,7182353081,Chinese,2022-06-01,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4.0,5/14/2023,Cycle Inspection / Re-inspection,40.68179055,-73.87867588,305,37,117400,3092611,3041370119,BK83,A
169,50002612,DUNKIN,Brooklyn,182,BEDFORD AVENUE,11249,9293699116,Donuts,2023-03-01,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,11.0,5/14/2023,Cycle Inspection / Initial Inspection,40.71775136,-73.95782201,301,33,55300,3062079,3023270022,BK73,A
170,41709840,THE DAKOTA BAR,Manhattan,53,WEST   72 STREET,10023,2127870700,American,2020-02-19,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,5/14/2023,Cycle Inspection / Initial Inspection,40.7771015,-73.97805085,107,6,15700,1028631,1011250001,MN14,A
171,41247222,THE THIRD PALM TREE,Manhattan,2145,AMSTERDAM AVENUE,10032,2129239622,American,2017-05-26,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,5/14/2023,Cycle Inspection / Initial Inspection,40.83880505,-73.93767635,112,10,24900,1062661,1021110083,MN36,A
172,50047490,COCONUT HOOKAH,Brooklyn,473,BAY RIDGE AVENUE,11220,9178157298,Middle Eastern,2018-02-10,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,12.0,5/14/2023,Cycle Inspection / Initial Inspection,40.63385473,-74.02184781,310,43,13000,3145289,3058640054,BK31,A
173,41599675,ALOFT NEW YORK BROOKLYN,Brooklyn,216,DUFFIELD STREET,11201,7182563833,American,2020-02-27,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,5/14/2023,Cycle Inspection / Initial Inspection,40.69159215,-73.9843788,302,33,1500,3396736,3001450026,BK38,A
174,50106423,THE BROOKLYN BREWERY,Brooklyn,79,NORTH   11 STREET,11249,7184867422,Bottled Beverages,2023-03-29,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,25.0,5/14/2023,Pre-permit (Operational) / Initial Inspection,40.72159953,-73.9578376,301,33,55700,3061536,3022890001,BK73,N
175,50019242,RICHNESS RESTAURANT,Brooklyn,1063,RUTLAND ROAD,11212,7189752561,Caribbean,2019-12-03,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,13.0,5/14/2023,Cycle Inspection / Re-inspection,40.66375019,-73.92472739,317,41,88400,3099506,3045980046,BK96,A
176,50078091,MAMI YSABEL,Queens,5412,FLUSHING AVE,11378,6463991842,Latin American,2020-01-08,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,16.0,5/14/2023,Cycle Inspection / Re-inspection,40.71517081,-73.91309693,405,30,53500,4059183,4026350006,QN30,B
177,40944945,Stage 42,Manhattan,422,WEST   42 STREET,10036,2125867610,American,2015-10-14,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,5/14/2023,Cycle Inspection / Re-inspection,40.75882335,-73.9936073,104,3,11500,1087184,1010517501,MN15,A
178,50075559,DUMBO HOUSE,Brooklyn,55,WATER STREET,11201,6462152136,American,2020-02-20,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,5/14/2023,Cycle Inspection / Re-inspection,40.70329391,-73.99204736,302,33,2100,3000019,3000260050,BK38,A
179,50063463,VIVA MEXICO MEXICAN CUISINE,Manhattan,1577,SAINT NICHOLAS AVENUE,10040,9172614686,Mexican,2022-12-02,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,5/14/2023,Cycle Inspection / Reopening Inspection,40.85416578,-73.93019362,112,10,27900,1064011,1021680046,MN35,Z
180,50054609,CHINA WOK III,Bronx,2459,WEBSTER AVENUE,10458,7185842488,Chinese,2020-03-09,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9.0,5/14/2023,Cycle Inspection / Re-inspection,40.86014534,-73.89295098,205,15,39902,2011078,2030260059,BX05,A
181,50073690,SZECHUAN MOUNTAIN HOUSE,Manhattan,23,SAINT MARKS PLACE,10003,9173883866,Chinese,2020-01-09,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,5/14/2023,Cycle Inspection / Initial Inspection,40.72900386,-73.98862026,103,2,3800,1006754,1004640048,MN22,A
182,50101530,LITTLE GEORGIA,Brooklyn,3089,BRIGHTON    6 STREET,11235,7186848601,Bakery Products/Desserts,2023-03-30,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,25.0,5/14/2023,Cycle Inspection / Re-inspection,40.57718418,-73.96135973,313,48,36002,3245109,3086910046,BK19,B
183,50091821,DOMINO'S,Bronx,1351,WEBSTER AVENUE,10456,7185374700,Pizza,2023-02-07,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,5/14/2023,Cycle Inspection / Re-inspection,40.83525536,-73.90795963,204,16,17702,2009309,2028870165,BX14,A
184,40998001,KOMBIT KREYOL,Brooklyn,279,FLATBUSH AVENUE,11217,7183992000,Caribbean,2018-04-27,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,39.0,5/14/2023,Cycle Inspection / Re-inspection,40.67938701,-73.97404876,308,35,16100,3028341,3011500014,BK64,C
185,41102997,TAJ II,Manhattan,48,WEST   21 STREET,10010,2126203033,American,2019-10-25,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16.0,5/14/2023,Cycle Inspection / Re-inspection,40.7409082,-73.99208255,105,3,5400,1015510,1008220067,MN13,B
186,50106994,JU-GO JUICE BAR,Queens,4154,52ND ST,11377,3474890277,"Juice, Smoothies, Fruit Salads",2022-07-05,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,0.0,5/14/2023,Pre-permit (Operational) / Re-inspection,40.74556293,-73.91220542,402,26,25302,4030753,4013140050,QN31,A
187,41696209,NEW BELACAN RESTAURANT,Brooklyn,5918,8 AVENUE,11220,7184929088,Asian/Asian Fusion,2019-10-10,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,17.0,5/14/2023,Cycle Inspection / Re-inspection,40.63591229,-74.00912996,307,38,10400,3016425,3008660046,BK34,B
188,41503575,YUMMY THAI,Manhattan,4959,BROADWAY,10034,9175290811,Thai,2022-02-17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,5/14/2023,Cycle Inspection / Initial Inspection,40.86795437,-73.92031572,112,10,30300,1064994,1022420055,MN01,A
189,50035265,CHIPOTLE MEXICAN GRILL,Manhattan,325,SOUTH END AVENUE,10280,2122673818,Tex-Mex,2022-11-22,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11.0,5/14/2023,Cycle Inspection / Re-inspection,40.71052825,-74.01621,101,1,31704,1083373,1000160100,MN25,A
190,50103079,R2P,Manhattan,160,CONVENT AVENUE,10031,9142084003,Coffee/Tea,2022-08-16,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,9.0,5/14/2023,Pre-permit (Operational) / Initial Inspection,40.81918902,-73.95022087,109,9,21703,1084081,1019570200,MN06,A
191,50046118,VIVI BUBBLE TEA,Manhattan,226,EAST   14 STREET,10003,2127778988,Coffee/Tea,2022-09-13,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,22.0,5/14/2023,Cycle Inspection / Re-inspection,40.73296158,-73.98643659,103,2,4000,1006902,1004690021,MN22,B
192,50121847,DUE FRATELLI,Queens,7623,37TH AVE,11372,7184248451,Pizza,2023-02-21,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,12.0,5/14/2023,Cycle Inspection / Initial Inspection,40.74919397,-73.88962187,403,25,28700,4029578,4012760037,QN28,A
193,41702792,"DUNKIN', BASKIN ROBBINS",Brooklyn,7121,18 AVENUE,11204,9178863304,Donuts,2022-02-28,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,5/14/2023,Cycle Inspection / Initial Inspection,40.615516,-73.99380837,311,47,26600,3157912,3061830001,BK28,A
194,50034506,MCDONALD'S,Brooklyn,7602,FLATLANDS AVENUE,11236,7184448654,Hamburgers,2019-08-13,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,5/14/2023,Cycle Inspection / Initial Inspection,40.63366963,-73.91609297,318,46,95600,3224688,3080130001,BK50,A
195,41433795,THE AVENUE,Queens,7122,MYRTLE AVENUE,11385,3477253853,American,2022-03-03,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13.0,5/14/2023,Cycle Inspection / Re-inspection,40.70204227,-73.87939987,405,30,62900,4090502,4037090032,QN19,A
196,50104869,UPTOWN POKE,Manhattan,506,AMSTERDAM AVENUE,10024,2127871123,Japanese,2021-12-14,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11.0,5/14/2023,Pre-permit (Operational) / Re-inspection,40.78663907,-73.9757871,107,6,17100,1033111,1012320033,MN12,A
197,50045375,LETTUCE EAT,Bronx,1633,CROSBY AVENUE,10461,7189425757,American,2020-02-18,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,5/14/2023,Cycle Inspection / Initial Inspection,40.84473301,-73.83076946,210,13,26602,2046045,2041670017,BX10,A
198,50080827,EL PATRON RESTAURANT & LOUNGE II,Staten Island,1491,HYLAN BOULEVARD,10305,7183511000,Mexican,2023-04-19,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22.0,5/14/2023,Cycle Inspection / Re-inspection,40.59192144,-74.08754499,502,50,9601,5049110,5033280085,SI36,Z
199,50064218,TAP NYC,Manhattan,267,COLUMBUS AVENUE,10023,9175957012,Coffee/Tea,2022-11-18,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,25.0,5/14/2023,Cycle Inspection / Re-inspection,40.77771642,-73.97855615,107,6,15700,1028631,1011250001,MN14,B
200,50070865,SENSO UNICO,Queens,4304,47TH AVE,11104,3476626101,Italian,2022-04-21,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7.0,5/14/2023,Cycle Inspection / Initial Inspection,40.74144444,-73.92171983,402,26,18502,4002099,4001720001,QN31,A
201,50103218,ASIA HARBOR,Brooklyn,404,CHURCH AVENUE,11218,7188710635,Japanese,2020-03-09,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,5/14/2023,Pre-permit (Operational) / Initial Inspection,40.64405399,-73.97641559,312,39,49400,3253185,3053370056,BK41,A
202,50070471,MCDONALDS # 18093,Manhattan,354,WEST  125 STREET,10027,3472970243,Hamburgers,2023-01-18,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,5/14/2023,Cycle Inspection / Re-inspection,40.81087632,-73.95288951,109,9,20901,1059300,1019510051,MN09,A
203,50033595,BLACK TAP,Manhattan,529,BROOME STREET,10013,9176393089,American,2022-11-22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,5/14/2023,Cycle Inspection / Re-inspection,40.7239183,-74.00414531,102,3,4700,1007100,1004760019,MN24,A
204,40483694,MINSKOFF THEATRE,Manhattan,200,WEST   45 STREET,10036,2123544624,American,2020-02-25,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,5/14/2023,Cycle Inspection / Initial Inspection,40.75803215,-73.98571676,105,3,11900,1024714,1010160036,MN17,A
205,50010284,KAIETEUR RESTAURANT,Bronx,4379,WHITE PLAINS ROAD,10466,7182318700,Caribbean,2023-05-02,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20.0,5/14/2023,Cycle Inspection / Re-inspection,40.89782701,-73.85480054,212,11,41800,2069779,2050420045,BX62,Z
206,50013184,LIANG PI WANG #10,Queens,13335,ROOSEVELT AVE,11354,7188857332,Chinese,2022-12-29,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,23.0,5/14/2023,Cycle Inspection / Re-inspection,40.758502,-73.83324181,407,20,87100,4112276,4049730016,QN22,B
207,50015263,LA POSADA MEXICAN FOOD,Manhattan,364,3 AVENUE,10016,2122134379,Mexican,2019-09-26,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,18D,"Failure to comply with an Order of the Board of Health, Commissioner, or Department.",Not Critical,17.753492106485066,5/14/2023,Administrative Miscellaneous / Second Compliance Inspection,40.74100855,-73.98156683,106,2,6800,1018144,1008820046,MN21,Closed
208,50001675,GINO'S CUCINA BRICK OVEN PIZZA,Brooklyn,723,WASHINGTON AVENUE,11238,7188577100,Pizza,2022-11-16,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,5/14/2023,Cycle Inspection / Re-inspection,40.67505005,-73.96322072,308,35,21500,3337841,3011670010,BK64,A
209,50113603,EL MEXICANO RESTAURANTE AND CAFE,Brooklyn,8609,BAY PARKWAY,11214,6468361743,Mexican,2021-11-16,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,16.0,5/14/2023,Pre-permit (Operational) / Re-inspection,40.60156153,-73.99419139,311,47,29600,3167094,3063810037,BK28,B
210,50019082,L' ANTAGONISTE,Brooklyn,641,HANCOCK STREET,11233,9179665300,French,2023-02-01,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,23.0,5/14/2023,Cycle Inspection / Re-inspection,40.68484712,-73.92994608,303,36,29500,3045831,3016560046,BK35,Z
211,41620241,THE COMMONS CHELSEA,Manhattan,128,7 AVENUE,10011,2129299333,Coffee/Tea,2022-01-26,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,5/14/2023,Cycle Inspection / Re-inspection,40.74084807,-73.99801884,104,3,8100,1013853,1007670043,MN13,A
212,41465261,HOT BIALYS & BAGELS,Queens,11663,QUEENS BOULEVARD,11375,7185440900,Bagels/Pretzels,2022-04-08,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,5/14/2023,Cycle Inspection / Re-inspection,40.7159472,-73.83330901,406,29,75701,4052806,4022680023,QN17,A
213,41635387,CHINA KING,Bronx,600,MORRIS AVENUE,10451,7185858705,Chinese,2019-12-11,Violations were cited in the following area(s).,04E,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",Critical,13.0,5/14/2023,Cycle Inspection / Initial Inspection,40.81849554,-73.92224304,201,17,6500,2091211,2024100009,BX34,A
214,50057892,Xhale,Queens,7011,AUSTIN ST,11375,7184844746,Other,2023-04-13,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,5/14/2023,Cycle Inspection / Re-inspection,40.72080195,-73.84653309,406,29,71100,4314650,4032387504,QN17,A
215,50073147,A SLICE OF NEW YORK,Manhattan,727,8 AVENUE,10036,9298882744,Pizza,2023-04-12,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,92.0,5/14/2023,Cycle Inspection / Re-inspection,40.75956948,-73.98809883,104,3,12100,1081652,1010360036,MN15,C
216,41316782,1 BANANA QUEEN,Bronx,6,EAST MT EDEN AVENUE,10452,9174430676,"Juice, Smoothies, Fruit Salads",2023-04-26,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,9.0,5/14/2023,Cycle Inspection / Initial Inspection,40.84424396,-73.91453603,204,14,20900,2008139,2028460032,BX63,A
217,50100009,AMBER 80ST,Manhattan,1406,3 AVENUE,10075,2122495020,Chinese/Japanese,2022-02-03,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14.0,5/14/2023,Pre-permit (Operational) / Re-inspection,40.77486127,-73.95688306,108,5,14000,1047481,1015080040,MN40,B
218,50010952,BILLY'S PIZZA PASTA,Brooklyn,1626,BEDFORD AVENUE,11225,7187597587,Pizza,2019-10-28,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,5/14/2023,Cycle Inspection / Re-inspection,40.66709603,-73.95637264,309,35,32500,3033790,3012870039,BK63,A
219,50068868,NESPRESSO,Manhattan,935,MADISON AVENUE,10021,9174826047,Coffee/Tea,2022-07-29,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,5/14/2023,Cycle Inspection / Initial Inspection,40.77322797,-73.96436135,108,4,13000,1041649,1013897503,MN40,A
220,50081577,PENGUIN ICE CREAM,Manhattan,196,CANAL STREET,10013,6462883386,Frozen Desserts,2023-04-27,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,10.0,5/14/2023,Cycle Inspection / Initial Inspection,40.71696312,-73.9982396,103,1,2900,1002390,1002000016,MN27,A
